Trimestre;Distrito;Concelho;Freguesia;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024T1;Porto;Vila Nova de Gaia;Canidelo;6.9;2;13;1317;131704
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;6.9;3;11;1110;111013
2024T1;Lisboa;Odivelas;Odivelas;13.8;1;11;1116;111603
2024T1;Porto;Vila Nova de Gaia;Madalena;27.6;1;13;1317;131709
2024T1;Santarém;Salvaterra de Magos;Glória do Ribatejo e Granho;10.35;1;14;1415;141507
2024T1;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;3.45;1;11;1114;111415
2024T1;Porto;Porto;Ramalde;20.7;4;13;1312;131211
2024T1;Lisboa;Sintra;Rio de Mouro;6.9;2;11;1111;111108
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;60.0;1;13;1304;130415
2024T1;Lisboa;Loures;Santa Iria de Azoia, São João da Talha e Bobadela;3.45;1;11;1107;110728
2024T1;Lisboa;Odivelas;Odivelas;20.7;1;11;1116;111603
2024T1;Braga;Vizela;Santa Eulália;6.9;1;03;0314;031401
2024T1;Lisboa;Sintra;Cacém e São Marcos;10.35;1;11;1111;111124
2024T1;Porto;Maia;Águas Santas;6.9;2;13;1306;130601
2024T1;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;10.35;1;01;0102;010209
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;10.35;4;11;1110;111013
2024T1;Lisboa;Sintra;Algueirão-Mem Martins;13.8;1;11;1111;111102
2024T1;Lisboa;Odivelas;Pontinha e Famões;10.35;2;11;1116;111608
2024T1;Leiria;Peniche;Atouguia da Baleia;6.9;1;10;1014;101402
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;17.25;3;13;1312;131218
2024T1;Braga;Vizela;Santa Eulália;13.8;1;03;0314;031401
2024T1;Porto;Porto;Campanhã;27.6;1;13;1312;131203
2024T1;Aveiro;Espinho;Espinho;6.9;2;01;0107;010702
2024T1;Porto;Gondomar;Foz do Sousa e Covelo;6.9;1;13;1304;130414
2024T1;Aveiro;Espinho;Anta e Guetim;13.8;1;01;0107;010706
2024T1;Porto;Vila Nova de Gaia;Arcozelo;20.7;1;13;1317;131701
2024T1;Porto;Gondomar;Rio Tinto;13.8;1;13;1304;130408
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;17.25;1;13;1304;130415
2024T1;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;17.25;2;13;1308;130813
2024T1;Porto;Porto;Ramalde;10.35;3;13;1312;131211
2024T1;Porto;Maia;Moreira;6.9;1;13;1306;130609
2024T1;Porto;Maia;Nogueira e Silva Escura;13.8;1;13;1306;130620
2024T1;Faro;Loulé;Querença, Tôr e Benafim;100.0;1;08;0808;080812
2024T1;Porto;Gondomar;Fânzeres e São Pedro da Cova;13.8;1;13;1304;130413
2024T1;Faro;Loulé;Almancil;34.5;1;08;0808;080801
2024T1;Lisboa;Lisboa;Alvalade;100.0;2;11;1106;110654
2024T1;Leiria;Leiria;Marrazes e Barosa;200.0;1;10;1009;100934
2024T1;Lisboa;Lisboa;Penha de França;34.5;1;11;1106;110663
2024T1;Faro;Loulé;Loulé (São Clemente);1000.0;1;08;0808;080808
2024T1;Viana do Castelo;Viana do Castelo;Mazarefes e Vila Fria;630.0;1;16;1609;160944
2024T1;Aveiro;Vagos;Santo André de Vagos;80.0;2;01;0118;011810
2024T1;Lisboa;Lisboa;Parque das Nações;1700.0;1;11;1106;110662
2024T1;Aveiro;Aveiro;Glória e Vera Cruz;13.8;2;01;0105;010517
2024T1;Setúbal;Grândola;Carvalhal;73.0;1;15;1505;150505
2024T1;Braga;Vila Verde;Vila de Prado;6.9;1;03;0313;031342
2024T1;Porto;Vila Nova de Gaia;Serzedo e Perosinho;400.0;1;13;1317;131731
2024T1;Évora;Évora;Malagueira e Horta das Figueiras;200.0;3;07;0705;070524
2024T1;Faro;Portimão;Portimão;300.0;1;08;0811;081103
2024T1;Lisboa;Mafra;Mafra;10.35;2;11;1109;110909
2024T1;Guarda;Sabugal;Sabugal e Aldeia de Santo António;80.0;1;09;0911;091145
2024T1;Setúbal;Almada;Laranjeiro e Feijó;130.0;1;15;1503;150315
2024T1;Viana do Castelo;Ponte de Lima;Gemieira;113.0;1;16;1607;160727
2024T1;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;2000.0;1;10;1006;100617
2024T1;Santarém;Torres Novas;Torres Novas (Santa Maria, Salvador e Santiago);138.0;1;14;1419;141920
2024T1;Braga;Braga;Braga (São José de São Lázaro e São João do Souto);6.9;1;03;0303;030365
2024T1;Lisboa;Torres Vedras;A dos Cunhados e Maceira;630.0;1;11;1113;111321
2024T1;Lisboa;Lisboa;Parque das Nações;300.0;2;11;1106;110662
2024T1;Lisboa;Amadora;Alfragide;20.7;1;11;1115;111512
2024T1;Viseu;Viseu;Fragosela;100.0;1;18;1823;182315
2024T1;Braga;Braga;Braga (Maximinos, Sé e Cividade);27.6;1;03;0303;030364
2024T1;Braga;Esposende;Apúlia e Fão;116.4;1;03;0306;030616
2024T1;Setúbal;Setúbal;Gâmbia-Pontes-Alto da Guerra;630.0;1;15;1512;151207
2024T1;Faro;Faro;Faro (Sé e São Pedro);400.0;1;08;0805;080508
2024T1;Faro;Lagoa;Lagoa e Carvoeiro;160.0;1;08;0806;080608
2024T1;Lisboa;Vila Franca de Xira;Alhandra, São João dos Montes e Calhandriz;20.7;1;11;1114;111412
2024T1;Setúbal;Sesimbra;Sesimbra (Castelo);13.8;1;15;1511;151101
2024T1;Viseu;Vouzela;Fataunços e Figueiredo das Donas;20.7;1;18;1824;182414
2024T1;Porto;Porto;Paranhos;200.0;3;13;1312;131210
2024T1;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;146.0;1;15;1503;150312
2024T1;Braga;Guimarães;Ponte;6.9;1;03;0308;030838
2024T1;Setúbal;Almada;Charneca de Caparica e Sobreda;10.35;9;15;1503;150314
2024T1;Viana do Castelo;Arcos de Valdevez;Paçô;630.0;1;16;1601;160124
2024T1;Setúbal;Almada;Caparica e Trafaria;6.9;1;15;1503;150313
2024T1;Coimbra;Oliveira do Hospital;Oliveira do Hospital e São Paio de Gramaços;13.8;1;06;0611;061124
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;180.0;1;13;1317;131727
2024T1;Braga;Guimarães;Urgezes;630.0;1;03;0308;030871
2024T1;Braga;Esposende;Antas;20.7;1;03;0306;030601
2024T1;Lisboa;Amadora;Venteira;200.0;1;11;1115;111517
2024T1;Lisboa;Azambuja;Vila Nova da Rainha;10.35;1;11;1103;110307
2024T1;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;315.0;2;16;1609;160948
2024T1;Lisboa;Lisboa;Misericórdia;13.8;1;11;1106;110661
2024T1;Porto;Valongo;Ermesinde;400.0;3;13;1315;131503
2024T1;Leiria;Pombal;Carriço;400.0;2;10;1015;101505
2024T1;Viseu;Viseu;Ranhados;5000.0;1;18;1823;182321
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;350.0;1;11;1110;111013
2024T1;Aveiro;Aveiro;Esgueira;1000.0;1;01;0105;010505
2024T1;Portalegre;Portalegre;Sé e São Lourenço;800.0;1;12;1214;121411
2024T1;Setúbal;Moita;Moita;160.0;1;15;1506;150603
2024T1;Guarda;Guarda;Guarda;2000.0;1;09;0907;090758
2024T1;Santarém;Abrantes;Abrantes (São Vicente e São João) e Alferrarede;6.9;1;14;1401;140120
2024T1;Leiria;Leiria;Parceiros e Azoia;630.0;1;10;1009;100937
2024T1;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;630.0;2;11;1110;111014
2024T1;Braga;Braga;Nogueira, Fraião e Lamaçães;41.4;1;03;0303;030377
2024T1;Lisboa;Odivelas;Ramada e Caneças;145.0;1;11;1116;111610
2024T1;Leiria;Nazaré;Nazaré;145.0;1;10;1011;101102
2024T1;Braga;Braga;Real, Dume e Semelhe;55.0;1;03;0303;030379
2024T1;Braga;Esposende;Esposende, Marinhas e Gandra;20.7;2;03;0306;030618
2024T1;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;400.0;1;15;1503;150312
2024T1;Aveiro;Estarreja;Beduído e Veiros;400.0;1;01;0108;010808
2024T1;Porto;Vila Nova de Gaia;Avintes;200.0;1;13;1317;131702
2024T1;Castelo Branco;Penamacor;Penamacor;120.0;1;05;0507;050710
2024T1;Coimbra;Coimbra;Santo António dos Olivais;95.0;2;06;0603;060318
2024T1;Lisboa;Lisboa;Santa Clara;1260.0;1;11;1106;110664
2024T1;Braga;Guimarães;Mesão Frio;200.0;1;03;0308;030830
2024T1;Aveiro;Vale de Cambra;Vila Chã, Codal e Vila Cova de Perrinho;160.0;1;01;0119;011910
2024T1;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;10.35;1;11;1111;111128
2024T1;Setúbal;Seixal;Fernão Ferro;10.35;5;15;1510;151006
2024T1;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;300.0;1;04;0405;040520
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;135.0;1;13;1312;131218
2024T1;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;82.8;1;01;0103;010318
2024T1;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;200.0;1;11;1113;111326
2024T1;Setúbal;Grândola;Azinheira dos Barros e São Mamede do Sádão;250.0;1;15;1505;150501
2024T1;Braga;Braga;Nogueira, Fraião e Lamaçães;750.0;1;03;0303;030377
2024T1;Porto;Gondomar;Rio Tinto;34.5;1;13;1304;130408
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;200.0;1;13;1304;130415
2024T1;Évora;Évora;Malagueira e Horta das Figueiras;160.0;1;07;0705;070524
2024T1;Faro;Lagos;São Gonçalo de Lagos;400.0;2;08;0807;080708
2024T1;Lisboa;Lisboa;Olivais;400.0;1;11;1106;110633
2024T1;Lisboa;Oeiras;Barcarena;20.7;3;11;1110;111002
2024T1;Porto;Valongo;Ermesinde;200.0;2;13;1315;131503
2024T1;Coimbra;Coimbra;Sé Nova, Santa Cruz, Almedina e São Bartolomeu;630.0;1;06;0603;060334
2024T1;Porto;Paços de Ferreira;Carvalhosa;2814.7;1;13;1309;130902
2024T1;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;250.0;2;13;1317;131728
2024T1;Guarda;Aguiar da Beira;Sequeiros e Gradiz;250.0;1;09;0901;090115
2024T1;Faro;Albufeira;Guia;1600.0;1;08;0801;080102
2024T1;Porto;Paços de Ferreira;Paços de Ferreira;6.9;1;13;1309;130918
2024T1;Lisboa;Torres Vedras;A dos Cunhados e Maceira;10.35;2;11;1113;111321
2024T1;Viseu;Penedono;Penedono e Granja;85.0;1;18;1812;181211
2024T1;Faro;Faro;Montenegro;110.4;1;08;0805;080506
2024T1;Lisboa;Vila Franca de Xira;Vila Franca de Xira;3700.0;1;11;1114;111409
2024T1;Braga;Celorico de Basto;Britelo, Gémeos e Ourilhe;6.9;1;03;0305;030523
2024T1;Lisboa;Lisboa;Olivais;1260.0;2;11;1106;110633
2024T1;Porto;Maia;Nogueira e Silva Escura;200.0;1;13;1306;130620
2024T1;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;315.0;1;11;1114;111415
2024T1;Lisboa;Odivelas;Pontinha e Famões;200.0;1;11;1116;111608
2024T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;200.0;1;13;1317;131730
2024T1;Portalegre;Portalegre;Reguengo e São Julião;110.0;1;12;1214;121412
2024T1;Santarém;Coruche;Coruche, Fajarda e Erra;400.0;1;14;1409;140909
2024T1;Faro;Vila Real de Santo António;Vila Real de Santo António;630.0;1;08;0816;081602
2024T1;Bragança;Mirandela;Mirandela;1600.0;1;04;0407;040721
2024T1;Lisboa;Sintra;São João das Lampas e Terrugem;20.7;1;11;1111;111127
2024T1;Faro;Portimão;Portimão;400.0;3;08;0811;081103
2024T1;Lisboa;Sintra;Algueirão-Mem Martins;200.0;1;11;1111;111102
2024T1;Lisboa;Sintra;Cacém e São Marcos;200.0;2;11;1111;111124
2024T1;Setúbal;Montijo;Montijo e Afonsoeiro;300.0;2;15;1507;150710
2024T1;Beja;Almodôvar;Almodôvar e Graça dos Padrões;400.0;1;02;0202;020209
2024T1;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;400.0;2;11;1114;111415
2024T1;Lisboa;Cascais;Carcavelos e Parede;400.0;1;11;1105;110507
2024T1;Guarda;Seia;Santiago;49.9;1;09;0912;091216
2024T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;110.0;1;13;1308;130811
2024T1;Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;350.0;1;11;1102;110202
2024T1;Coimbra;Coimbra;São Martinho de Árvore e Lamarosa;13.8;1;06;0603;060337
2024T1;Faro;Albufeira;Albufeira e Olhos de Água;2000.0;1;08;0801;080106
2024T1;Aveiro;Espinho;Espinho;400.0;1;01;0107;010702
2024T1;Setúbal;Almada;Charneca de Caparica e Sobreda;300.0;2;15;1503;150314
2024T1;Setúbal;Setúbal;Azeitão (São Lourenço e São Simão);200.0;1;15;1512;151209
2024T1;Aveiro;Aveiro;Cacia;150.0;2;01;0105;010502
2024T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;200.0;2;13;1308;130814
2024T1;Lisboa;Sobral de Monte Agraço;Sapataria;6.9;1;11;1112;111202
2024T1;Lisboa;Loures;Sacavém e Prior Velho;400.0;2;11;1107;110727
2024T1;Santarém;Chamusca;Chamusca e Pinheiro Grande;400.0;1;14;1407;140708
2024T1;Lisboa;Cascais;Cascais e Estoril;130.0;2;11;1105;110508
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;800.0;2;13;1308;130812
2024T1;Faro;Portimão;Portimão;1500.0;1;08;0811;081103
2024T1;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;2000.0;1;01;0115;011509
2024T1;Lisboa;Mafra;Igreja Nova e Cheleiros;20.7;1;11;1109;110920
2024T1;Évora;Évora;Évora (São Mamede, Sé, São Pedro e Santo Antão);630.0;1;07;0705;070523
2024T1;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;200.0;1;11;1110;111012
2024T1;Setúbal;Grândola;Grândola e Santa Margarida da Serra;20.7;1;15;1505;150506
2024T1;Vila Real;Ribeira de Pena;Salvador e Santo Aleixo de Além-Tâmega;250.0;1;17;1709;170909
2024T1;Faro;Faro;Montenegro;20.7;2;08;0805;080506
2024T1;Viseu;Viseu;Abraveses;250.0;1;18;1823;182301
2024T1;Setúbal;Grândola;Carvalhal;955.0;1;15;1505;150505
2024T1;Coimbra;Cantanhede;Cantanhede e Pocariça;200.0;1;06;0602;060220
2024T1;Coimbra;Soure;Soure;400.0;1;06;0615;061509
2024T1;Castelo Branco;Castelo Branco;Castelo Branco;41.4;1;05;0502;050205
2024T1;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;300.0;1;15;1503;150312
2024T1;Aveiro;Aveiro;Glória e Vera Cruz;41.4;2;01;0105;010517
2024T1;Lisboa;Loures;Santo Antão e São Julião do Tojal;400.0;1;11;1107;110729
2024T1;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;2400.0;1;13;1312;131216
2024T1;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;200.0;1;13;1313;131313
2024T1;Braga;Póvoa de Lanhoso;Póvoa de Lanhoso (Nossa Senhora do Amparo);472.5;1;03;0309;030919
2024T1;Faro;Vila Real de Santo António;Vila Nova de Cacela;6.9;1;08;0816;081601
2024T1;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;50.0;1;15;1501;150107
2024T1;Vila Real;Vila Real;Vila Real;200.0;2;17;1714;171438
2024T1;Leiria;Marinha Grande;Marinha Grande;300.0;1;10;1010;101001
2024T1;Porto;Gondomar;Fânzeres e São Pedro da Cova;400.0;1;13;1304;130413
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;945.0;1;13;1312;131217
2024T1;Porto;Maia;Castêlo da Maia;630.0;1;13;1306;130618
2024T1;Santarém;Alcanena;Minde;300.0;1;14;1402;140206
2024T1;Porto;Vila Nova de Gaia;Vilar de Andorinho;55.2;1;13;1317;131723
2024T1;Évora;Évora;Bacelo e Senhora da Saúde;20.7;2;07;0705;070522
2024T1;Leiria;Leiria;Marrazes e Barosa;800.0;1;10;1009;100934
2024T1;Setúbal;Seixal;Amora;800.0;1;15;1510;151002
2024T1;Setúbal;Palmela;Palmela;200.0;2;15;1508;150802
2024T1;Lisboa;Cascais;São Domingos de Rana;62.0;1;11;1105;110506
2024T1;Braga;Guimarães;Urgezes;138.0;1;03;0308;030871
2024T1;Braga;Braga;Nogueiró e Tenões;800.0;1;03;0303;030378
2024T1;Braga;Vieira do Minho;Vieira do Minho;200.0;1;03;0311;031120
2024T1;Faro;Olhão;Quelfes;145.0;1;08;0810;081005
2024T1;Porto;Porto;Campanhã;68.0;1;13;1312;131203
2024T1;Porto;Maia;Pedrouços;6.9;1;13;1306;130617
2024T1;Braga;Braga;Ferreiros e Gondizalves;20.7;1;03;0303;030371
2024T1;Viseu;Tondela;Tondela e Nandufe;10.35;1;18;1821;182132
2024T1;Porto;Trofa;Coronado (São Romão e São Mamede);300.0;1;13;1318;131811
2024T1;Porto;Porto;Paranhos;250.0;1;13;1312;131210
2024T1;Beja;Odemira;São Teotónio;50.0;1;02;0211;021121
2024T1;Lisboa;Mafra;Ericeira;200.0;1;11;1109;110906
2024T1;Porto;Porto;Ramalde;86.6;1;13;1312;131211
2024T1;Setúbal;Sines;Sines;20.7;1;15;1513;151301
2024T1;Lisboa;Lisboa;Campo de Ourique;27.6;1;11;1106;110659
2024T1;Lisboa;Cascais;Alcabideche;300.0;2;11;1105;110501
2024T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;145.0;1;13;1303;130335
2024T1;Bragança;Bragança;Sé, Santa Maria e Meixedo;200.0;2;04;0402;040257
2024T1;Évora;Évora;Bacelo e Senhora da Saúde;13.8;1;07;0705;070522
2024T1;Viana do Castelo;Monção;Mazedo e Cortes;630.0;1;16;1604;160436
2024T1;Lisboa;Lourinhã;Lourinhã e Atalaia;6.9;1;11;1108;110812
2024T1;Viana do Castelo;Ponte da Barca;Oleiros;250.0;1;16;1606;160614
2024T1;Coimbra;Montemor-o-Velho;Montemor-o-Velho e Gatões;300.0;1;06;0610;061016
2024T1;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;27.6;1;13;1316;131631
2024T1;Braga;Vizela;Caldas de Vizela (São Miguel e São João);400.0;1;03;0314;031408
2024T1;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;41.4;2;11;1113;111326
2024T1;Lisboa;Odivelas;Odivelas;200.0;1;11;1116;111603
2024T1;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;20.7;1;01;0109;010936
2024T1;Braga;Braga;Lomar e Arcos;6.9;2;03;0303;030373
2024T1;Porto;Vila do Conde;Vila do Conde;300.0;1;13;1316;131628
2024T1;Évora;Évora;Malagueira e Horta das Figueiras;630.0;2;07;0705;070524
2024T1;Porto;Trofa;Bougado (São Martinho e Santiago);630.0;1;13;1318;131810
2024T1;Porto;Porto;Ramalde;200.0;3;13;1312;131211
2024T1;Lisboa;Lisboa;Estrela;160.0;1;11;1106;110660
2024T1;Lisboa;Lisboa;Santo António;1134.0;1;11;1106;110666
2024T1;Coimbra;Coimbra;Eiras e São Paulo de Frades;3150.0;1;06;0603;060335
2024T1;Lisboa;Mafra;Mafra;400.0;1;11;1109;110909
2024T1;Lisboa;Torres Vedras;Carvoeira e Carmões;10.35;1;11;1113;111323
2024T1;Porto;Paços de Ferreira;Seroa;25000.0;1;13;1309;130916
2024T1;Aveiro;Águeda;Águeda e Borralha;1000.0;1;01;0101;010121
2024T1;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;17.25;1;01;0109;010936
2024T1;Lisboa;Sintra;São João das Lampas e Terrugem;200.0;1;11;1111;111127
2024T1;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;1280.0;1;11;1111;111128
2024T1;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;180.0;1;10;1006;100617
2024T1;Faro;Silves;Armação de Pêra;300.0;2;08;0813;081303
2024T1;Porto;Porto;Ramalde;115.0;1;13;1312;131211
2024T1;Viseu;Mangualde;Mangualde, Mesquitela e Cunha Alta;20.7;1;18;1806;180619
2024T1;Santarém;Abrantes;Abrantes (São Vicente e São João) e Alferrarede;200.0;3;14;1401;140120
2024T1;Porto;Maia;Nogueira e Silva Escura;6.9;2;13;1306;130620
2024T1;Vila Real;Vila Real;Vila Real;41.4;3;17;1714;171438
2024T1;Porto;Maia;Águas Santas;300.0;1;13;1306;130601
2024T1;Santarém;Benavente;Samora Correia;300.0;2;14;1405;140502
2024T1;Coimbra;Coimbra;Eiras e São Paulo de Frades;1000.0;1;06;0603;060335
2024T1;Setúbal;Sines;Sines;200.0;2;15;1513;151301
2024T1;Faro;Albufeira;Albufeira e Olhos de Água;400.0;1;08;0801;080106
2024T1;Coimbra;Tábua;Tábua;10.35;1;06;0616;061614
2024T1;Faro;Loulé;Almancil;200.0;1;08;0808;080801
2024T1;Viseu;Resende;Resende;250.0;1;18;1813;181311
2024T1;Lisboa;Sintra;Algueirão-Mem Martins;41.4;1;11;1111;111102
2024T1;Setúbal;Almada;Charneca de Caparica e Sobreda;41.4;1;15;1503;150314
2024T1;Aveiro;São João da Madeira;São João da Madeira;400.0;1;01;0116;011601
2024T1;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;200.0;1;10;1009;100933
2024T1;Setúbal;Almada;Caparica e Trafaria;250.0;1;15;1503;150313
2024T1;Leiria;Bombarral;Roliça;6.9;1;10;1005;100503
2024T1;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;200.0;1;15;1501;150107
2024T1;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;20.7;1;13;1308;130813
2024T1;Faro;Faro;Santa Bárbara de Nexe;6.9;1;08;0805;080503
2024T1;Santarém;Alcanena;Malhou, Louriceira e Espinheiro;6.9;1;14;1402;140212
2024T1;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;13.8;1;11;1107;110730
2024T1;Braga;Braga;Braga (Maximinos, Sé e Cividade);90.0;1;03;0303;030364
2024T1;Faro;Loulé;Quarteira;27.6;1;08;0808;080805
2024T1;Santarém;Benavente;Samora Correia;6.9;1;14;1405;140502
2024T1;Setúbal;Seixal;Fernão Ferro;55.5;1;15;1510;151006
2024T1;Castelo Branco;Sertã;Cernache do Bonjardim, Nesperal e Palhais;10.35;1;05;0509;050915
2024T1;Viana do Castelo;Caminha;Caminha (Matriz) e Vilarelho;6.9;1;16;1602;160222
2024T1;Braga;Guimarães;Tabuadelo e São Faustino;10.35;1;03;0308;030891
2024T1;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;6.9;1;13;1301;130142
2024T1;Setúbal;Palmela;Palmela;41.4;2;15;1508;150802
2024T1;Porto;Porto;Paranhos;34.5;1;13;1312;131210
2024T1;Porto;Póvoa de Varzim;Rates;10.35;1;13;1313;131311
2024T1;Lisboa;Sintra;Agualva e Mira-Sintra;20.7;1;11;1111;111122
2024T1;Coimbra;Tábua;Midões;72.0;1;06;0616;061608
2024T1;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;6.9;1;15;1504;150409
2024T1;Leiria;Ansião;Chão de Couce;6.9;1;10;1003;100304
2024T1;Porto;Porto;Bonfim;10.35;1;13;1312;131202
2024T1;Porto;Porto;Ramalde;13.8;1;13;1312;131211
2024T1;Coimbra;Coimbra;Santa Clara e Castelo Viegas;6.9;2;06;0603;060336
2024T1;Leiria;Leiria;Amor;49.0;1;10;1009;100901
2024T1;Lisboa;Azambuja;Azambuja;20.7;1;11;1103;110304
2024T1;Lisboa;Loures;Loures;140.0;1;11;1107;110707
2024T1;Porto;Penafiel;Penafiel;100.0;1;13;1311;131139
2024T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;17.25;1;13;1308;130811
2024T1;Porto;Baião;Campelo e Ovil;41.4;1;13;1302;130223
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;473.0;2;13;1317;131727
2024T1;Braga;Vila Nova de Famalicão;Vale (São Martinho);20.7;1;03;0312;031241
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;300.0;2;13;1317;131727
2024T1;Setúbal;Seixal;Fernão Ferro;300.0;1;15;1510;151006
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;89.7;1;13;1317;131727
2024T1;Faro;Portimão;Portimão;10.35;1;08;0811;081103
2024T1;Lisboa;Oeiras;Barcarena;93.0;3;11;1110;111002
2024T1;Lisboa;Cascais;Alcabideche;44.0;1;11;1105;110501
2024T1;Setúbal;Sesimbra;Sesimbra (Castelo);400.0;1;15;1511;151101
2024T1;Viana do Castelo;Arcos de Valdevez;Arcos de Valdevez (São Paio) e Giela;41.4;1;16;1601;160153
2024T1;Bragança;Bragança;Sé, Santa Maria e Meixedo;75.0;1;04;0402;040257
2024T1;Vila Real;Peso da Régua;Peso da Régua e Godim;41.4;1;17;1708;170815
2024T1;Porto;Valongo;Ermesinde;199.0;1;13;1315;131503
2024T1;Lisboa;Cascais;Carcavelos e Parede;41.4;2;11;1105;110507
2024T1;Vila Real;Vila Real;Mateus;6.9;1;17;1714;171415
2024T1;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;93.0;1;03;0312;031260
2024T1;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;250.0;1;11;1114;111415
2024T1;Aveiro;Espinho;Anta e Guetim;472.5;1;01;0107;010706
2024T1;Lisboa;Lisboa;Campo de Ourique;548.1;1;11;1106;110659
2024T1;Lisboa;Odivelas;Pontinha e Famões;20.7;2;11;1116;111608
2024T1;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;41.4;2;09;0914;091419
2024T1;Faro;Loulé;Almancil;46.0;2;08;0808;080801
2024T1;Lisboa;Lisboa;Belém;630.0;1;11;1106;110658
2024T1;Porto;Vila do Conde;Vila do Conde;100.0;1;13;1316;131628
2024T1;Santarém;Torres Novas;Torres Novas (Santa Maria, Salvador e Santiago);195.0;1;14;1419;141920
2024T1;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;41.4;2;10;1012;101210
2024T1;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;250.0;1;13;1314;131437
2024T1;Viana do Castelo;Monção;Mazedo e Cortes;137.0;1;16;1604;160436
2024T1;Viana do Castelo;Caminha;Caminha (Matriz) e Vilarelho;100.0;1;16;1602;160222
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;192.0;1;11;1110;111013
2024T1;Aveiro;Aveiro;Santa Joana;20.7;1;01;0105;010513
2024T1;Lisboa;Oeiras;Carnaxide e Queijas;172.0;1;11;1110;111013
2024T1;Aveiro;Espinho;Espinho;150.0;1;01;0107;010702
2024T1;Faro;Loulé;Quarteira;41.4;3;08;0808;080805
