Trimestre;Distrito;Concelho;Freguesia;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024T3;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;630.0;1;10;1006;100618
2024T3;Porto;Maia;Castêlo da Maia;17.25;2;13;1306;130618
2024T3;Braga;Póvoa de Lanhoso;Fonte Arcada e Oliveira;250.0;1;03;0309;030934
2024T3;Faro;Tavira;Tavira (Santa Maria e Santiago);630.0;1;08;0814;081412
2024T3;Porto;Maia;Folgosa;10.35;1;13;1306;130603
2024T3;Porto;Porto;Lordelo do Ouro e Massarelos;2000.0;1;13;1312;131218
2024T3;Leiria;Alcobaça;Maiorga;6.9;1;10;1001;100109
2024T3;Lisboa;Lisboa;São Domingos de Benfica;10.35;3;11;1106;110639
2024T3;Lisboa;Odivelas;Odivelas;27.6;1;11;1116;111603
2024T3;Porto;Paredes;Gandra;10.35;1;13;1310;131011
2024T3;Lisboa;Lisboa;Lumiar;7060.0;1;11;1106;110618
2024T3;Lisboa;Lisboa;Lumiar;10.35;8;11;1106;110618
2024T3;Porto;Lousada;Nespereira e Casais;10.35;1;13;1305;130531
2024T3;Vila Real;Vila Real;Mateus;6.9;1;17;1714;171415
2024T3;Porto;Santo Tirso;Aves;160.0;1;13;1314;131405
2024T3;Faro;Lagos;São Gonçalo de Lagos;10.35;1;08;0807;080708
2024T3;Porto;Porto;Paranhos;27.6;1;13;1312;131210
2024T3;Lisboa;Oeiras;Carnaxide e Queijas;10.35;7;11;1110;111013
2024T3;Porto;Paços de Ferreira;Paços de Ferreira;20.7;1;13;1309;130918
2024T3;Lisboa;Lisboa;Lumiar;17.25;3;11;1106;110618
2024T3;Porto;Vila Nova de Gaia;Canidelo;13.8;4;13;1317;131704
2024T3;Lisboa;Amadora;Mina de Água;34.5;2;11;1115;111516
2024T3;Lisboa;Lisboa;Santo António;2111.0;1;11;1106;110666
2024T3;Lisboa;Cascais;São Domingos de Rana;13.8;1;11;1105;110506
2024T3;Setúbal;Santiago do Cacém;Santo André;630.0;1;15;1509;150907
2024T3;Lisboa;Lisboa;Santa Clara;17.25;1;11;1106;110664
2024T3;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;10.35;4;13;1308;130811
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;150.0;1;13;1312;131217
2024T3;Aveiro;Aveiro;Glória e Vera Cruz;13.8;2;01;0105;010517
2024T3;Lisboa;Oeiras;Porto Salvo;630.0;7;11;1110;111009
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;256.0;1;13;1312;131217
2024T3;Aveiro;Vagos;Vagos e Santo António;6.9;2;01;0118;011814
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;13.8;3;13;1308;130814
2024T3;Lisboa;Lisboa;Estrela;41.4;3;11;1106;110660
2024T3;Setúbal;Almada;Charneca de Caparica e Sobreda;6.9;7;15;1503;150314
2024T3;Setúbal;Montijo;Montijo e Afonsoeiro;3750.0;1;15;1507;150710
2024T3;Évora;Montemor-o-Novo;N. S. da Vila, N. S. do Bispo e Silveiras;129.65;1;07;0706;070612
2024T3;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;41.4;2;10;1012;101210
2024T3;Faro;Portimão;Portimão;630.0;4;08;0811;081103
2024T3;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;6.9;2;13;1317;131726
2024T3;Lisboa;Lisboa;Parque das Nações;3.45;1;11;1106;110662
2024T3;Coimbra;Figueira da Foz;Tavarede;6.9;1;06;0605;060512
2024T3;Coimbra;Lousã;Lousã e Vilarinho;6.9;2;06;0607;060708
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;41.4;2;13;1308;130814
2024T3;Lisboa;Mafra;Ericeira;6.9;2;11;1109;110906
2024T3;Lisboa;Lisboa;Santo António;1600.0;2;11;1106;110666
2024T3;Lisboa;Mafra;Venda do Pinheiro e Santo Estêvão das Galés;10.35;1;11;1109;110922
2024T3;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;160.0;1;10;1006;100618
2024T3;Porto;Maia;Vila Nova da Telha;250.0;2;13;1306;130616
2024T3;Lisboa;Cascais;Alcabideche;13.8;4;11;1105;110501
2024T3;Lisboa;Oeiras;Porto Salvo;734.0;1;11;1110;111009
2024T3;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;20.7;2;10;1006;100617
2024T3;Braga;Amares;Amares e Figueiredo;10.35;1;03;0301;030125
2024T3;Lisboa;Lisboa;Lumiar;13.8;2;11;1106;110618
2024T3;Lisboa;Cadaval;Vilar;20.7;1;11;1104;110410
2024T3;Leiria;Leiria;Souto da Carpalhosa e Ortigosa;10.35;1;10;1009;100940
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;34.5;3;13;1308;130812
2024T3;Lisboa;Lisboa;Alvalade;51.75;1;11;1106;110654
2024T3;Aveiro;Ílhavo;Gafanha da Nazaré;13.8;1;01;0110;011006
2024T3;Lisboa;Mafra;Ericeira;13.8;4;11;1109;110906
2024T3;Porto;Vila do Conde;Vila do Conde;6.9;3;13;1316;131628
2024T3;Faro;Faro;Montenegro;10.35;3;08;0805;080506
2024T3;Santarém;Abrantes;Abrantes (São Vicente e São João) e Alferrarede;500.0;1;14;1401;140120
2024T3;Setúbal;Montijo;Montijo e Afonsoeiro;66.0;1;15;1507;150710
2024T3;Lisboa;Lisboa;Avenidas Novas;250.0;3;11;1106;110657
2024T3;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;100.0;1;01;0115;011509
2024T3;Santarém;Santarém;União das freguesias da cidade de Santarém;800.0;3;14;1416;141633
2024T3;Lisboa;Lisboa;Estrela;800.0;2;11;1106;110660
2024T3;Lisboa;Oeiras;Barcarena;10.35;3;11;1110;111002
2024T3;Lisboa;Vila Franca de Xira;Vialonga;6.9;2;11;1114;111408
2024T3;Évora;Estremoz;Estremoz (Santa Maria e Santo André);400.0;1;07;0704;070414
2024T3;Coimbra;Coimbra;Santo António dos Olivais;13.8;2;06;0603;060318
2024T3;Viseu;Tondela;Tondela e Nandufe;250.0;1;18;1821;182132
2024T3;Lisboa;Odivelas;Pontinha e Famões;20.7;2;11;1116;111608
2024T3;Viseu;Sátão;Sátão;250.0;1;18;1817;181710
2024T3;Lisboa;Lisboa;Ajuda;100.0;1;11;1106;110601
2024T3;Porto;Valongo;Ermesinde;13.8;2;13;1315;131503
2024T3;Lisboa;Cascais;Cascais e Estoril;630.0;4;11;1105;110508
2024T3;Porto;Baião;Santa Marinha do Zêzere;6.9;1;13;1302;130215
2024T3;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;400.0;1;07;0711;071104
2024T3;Lisboa;Mafra;Ericeira;630.0;1;11;1109;110906
2024T3;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;10.35;4;13;1317;131726
2024T3;Évora;Montemor-o-Novo;N. S. da Vila, N. S. do Bispo e Silveiras;20.7;2;07;0706;070612
2024T3;Coimbra;Coimbra;Souselas e Botão;6.9;1;06;0603;060339
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;6.9;3;13;1308;130814
2024T3;Braga;Guimarães;Azurém;13.8;1;03;0308;030804
2024T3;Braga;Braga;Braga (São Vicente);6.9;2;03;0303;030349
2024T3;Leiria;Leiria;Monte Redondo e Carreira;6.9;1;10;1009;100936
2024T3;Faro;Albufeira;Albufeira e Olhos de Água;75.0;1;08;0801;080106
2024T3;Vila Real;Sabrosa;Covas do Douro;400.0;1;17;1710;171002
2024T3;Castelo Branco;Covilhã;Covilhã e Canhoso;75.9;1;05;0503;050335
2024T3;Lisboa;Amadora;Mina de Água;20.7;5;11;1115;111516
2024T3;Lisboa;Lisboa;Campo de Ourique;605.1;1;11;1106;110659
2024T3;Lisboa;Lisboa;Lumiar;132.0;2;11;1106;110618
2024T3;Lisboa;Amadora;Mina de Água;13.8;1;11;1115;111516
2024T3;Setúbal;Almada;Charneca de Caparica e Sobreda;10.35;14;15;1503;150314
2024T3;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;250.0;1;01;0114;011407
2024T3;Aveiro;Aveiro;Glória e Vera Cruz;400.0;2;01;0105;010517
2024T3;Lisboa;Sobral de Monte Agraço;Santo Quintino;20.7;2;11;1112;111201
2024T3;Lisboa;Lisboa;Olivais;397.6;1;11;1106;110633
2024T3;Lisboa;Lisboa;Lumiar;127.5;1;11;1106;110618
2024T3;Porto;Vila Nova de Gaia;Avintes;41.4;1;13;1317;131702
2024T3;Coimbra;Figueira da Foz;Buarcos e São Julião;1250.0;1;06;0605;060520
2024T3;Santarém;Santarém;Romeira e Várzea;6.9;1;14;1416;141632
2024T3;Aveiro;Mealhada;Mealhada, Ventosa do Bairro e Antes;115.0;1;01;0111;011109
2024T3;Aveiro;Anadia;Vila Nova de Monsarros;10.35;1;01;0103;010312
